,query_id,iter,doc_id,relevance,title,abstract,text
52,CD010213,0,12145600,1,"Pancreatic tissue sampling guided by EUS, CT/US, and surgery: a comparison of sensitivity and specificity.","Needle aspiration of the pancreas is performed to differentiate pancreatic malignancy, focal chronic pancreatitis, and metastasis to the pancreas. Biopsies may be directed by using EUS, CT, US, or surgery. This study retrospectively compared the accuracy of EUS-guided, CT/US-guided, and surgical tissue sampling of the pancreas over a 5-year period.","Pancreatic tissue sampling guided by EUS, CT/US, and surgery: a comparison of sensitivity and specificity. - Needle aspiration of the pancreas is performed to differentiate pancreatic malignancy, focal chronic pancreatitis, and metastasis to the pancreas. Biopsies may be directed by using EUS, CT, US, or surgery. This study retrospectively compared the accuracy of EUS-guided, CT/US-guided, and surgical tissue sampling of the pancreas over a 5-year period."
53,CD010213,0,6676963,0,Evaluation of the pancreatic duct: a reappraisal based on a retrospective correlative study by sonography and pancreatography in 117 normal and pathologic subjects.,"A retrospective study of 117 normal and pathologic pancreatic ducts by endoscopic retrograde cholangiopancreatography (ERCP), with ultrasonic correlation in 80 cases, confirmed the value of ultrasound in the diagnosis of ductal dilatation. The specificity of ultrasound is good: the ultrasonic discovery of a dilatation constitutes a relevant feature. Sensitivity is however poor, particularly in moderate and localized dilatations: a suggestive clinical picture requires ERCP even if sonography is in favor of a normal pancreatic duct. Correlative measurements show discrepancies, with higher ERCP values in normal subjects. The average ERCP diameter in the corporeal ductal segment is 2.6 mm. Until correlative results arising from a prospective study are available, the ultrasonic diagnosis of ductal dilatation must take into account the high normal values demonstrated by ERCP.","Evaluation of the pancreatic duct: a reappraisal based on a retrospective correlative study by sonography and pancreatography in 117 normal and pathologic subjects. - A retrospective study of 117 normal and pathologic pancreatic ducts by endoscopic retrograde cholangiopancreatography (ERCP), with ultrasonic correlation in 80 cases, confirmed the value of ultrasound in the diagnosis of ductal dilatation. The specificity of ultrasound is good: the ultrasonic discovery of a dilatation constitutes a relevant feature. Sensitivity is however poor, particularly in moderate and localized dilatations: a suggestive clinical picture requires ERCP even if sonography is in favor of a normal pancreatic duct. Correlative measurements show discrepancies, with higher ERCP values in normal subjects. The average ERCP diameter in the corporeal ductal segment is 2.6 mm. Until correlative results arising from a prospective study are available, the ultrasonic diagnosis of ductal dilatation must take into account the high normal values demonstrated by ERCP."
54,CD009263,0,4012198,1,The role of FDG PET in the management of lymphoma: what is the evidence base?,"[18F]Fluorodeoxyglucose positron emission tomography (18F-FDG PET) is playing an increasing role in the management of both Hodgkin and non-Hodgkin lymphoma, offering potential advantages in the accuracy of disease assessment at a number of points in the management pathway. This review evaluates the current level of confidence in the use of PET technology in (1) initial staging, (2) the assessment of early response to chemotherapy, (3) the assessment of residual masses at completion of initial treatment, (4) follow-up, and (5) radiotherapy planning.","The role of FDG PET in the management of lymphoma: what is the evidence base? - [18F]Fluorodeoxyglucose positron emission tomography (18F-FDG PET) is playing an increasing role in the management of both Hodgkin and non-Hodgkin lymphoma, offering potential advantages in the accuracy of disease assessment at a number of points in the management pathway. This review evaluates the current level of confidence in the use of PET technology in (1) initial staging, (2) the assessment of early response to chemotherapy, (3) the assessment of residual masses at completion of initial treatment, (4) follow-up, and (5) radiotherapy planning."
55,CD010409,0,6198248,0,[Cytoplasm fragmentation of malignant lymphoma cells].,"The development of auricles as well as the crumbling away of plasma particles to be observed on the plasma margins of malignant myeloblasts, lymphoid cells, and histiocytes are well-known appearances. Sometimes a pseudothrombocytosis will be caused by these fragments, with a size roughly corresponding to that of thrombocytes. The findings obtained in the course of the investigations seem to indicate that the justified suspicion for lymphoplasmacytoid immunocytoma can already be made by simultaneously determining the fragmentation phenomenon and the ""snowflake symptom"", investigations will be required for elucidating the cause and significance of fragmentation.","[Cytoplasm fragmentation of malignant lymphoma cells]. - The development of auricles as well as the crumbling away of plasma particles to be observed on the plasma margins of malignant myeloblasts, lymphoid cells, and histiocytes are well-known appearances. Sometimes a pseudothrombocytosis will be caused by these fragments, with a size roughly corresponding to that of thrombocytes. The findings obtained in the course of the investigations seem to indicate that the justified suspicion for lymphoplasmacytoid immunocytoma can already be made by simultaneously determining the fragmentation phenomenon and the ""snowflake symptom"", investigations will be required for elucidating the cause and significance of fragmentation."
56,CD010213,0,12932109,1,"Diagnosis of pancreatic cancer using fluorine-18 fluorodeoxyglucose positron emission tomography (FDG PET) --usefulness and limitations in ""clinical reality"".","The present review will provide an overview of the literature concerning the FDG PET diagnosis of pancreatic cancer and a summary from our experience of 231 cases of pancreatic lesions. FDG PET can effectively differentiate pancreatic cancer from benign lesion with high accuracy. Newly-developed PET scanners can detect small pancreatic cancers, up to 7 mm in diameter, by their high resolution, which could make a great contribution to the early detection of resectable and potentially curable pancreatic cancers. FDG PET is useful and cost-beneficial in the pre-operative staging of pancreatic cancer because an unexpected distant metastasis can be detected by whole-body PET in about 40% of the cases, which results in avoidance of unnecessary surgical procedures. FDG PET is also useful in evaluation of the treatment effect, monitoring after the operation and detection of recurrent pancreatic cancers. However, there are some drawbacks in PET diagnosis. A relatively wide overlap has been reported between semiquantitative uptake values obtained in cancers and those in inflammatory lesions. As for false-positive cases, active and chronic pancreatitis and autoimmune pancreatitis sometimes show high FDG accumulation and mimic pancreatic cancer with a shape of focal uptake. There were 8 false negative cases in the detection of pancreatic cancer by FDG PET, up to 33 mm in diameter, mainly because of their poor cellularity in cancer tissues. In addition, there are 19% of cancer cases with a decline in FDG uptake from 1 hr to 2 hr scan. FDG PET was recently applied to and was shown to be feasible in the differential diagnosis of cystic pancreatic lesions, such as intraductal papillary mucinous tumor of the pancreas. Further investigations are required to clarify the clinical value of FDG PET in predicting prognosis of the pancreatic patients.","Diagnosis of pancreatic cancer using fluorine-18 fluorodeoxyglucose positron emission tomography (FDG PET) --usefulness and limitations in ""clinical reality"". - The present review will provide an overview of the literature concerning the FDG PET diagnosis of pancreatic cancer and a summary from our experience of 231 cases of pancreatic lesions. FDG PET can effectively differentiate pancreatic cancer from benign lesion with high accuracy. Newly-developed PET scanners can detect small pancreatic cancers, up to 7 mm in diameter, by their high resolution, which could make a great contribution to the early detection of resectable and potentially curable pancreatic cancers. FDG PET is useful and cost-beneficial in the pre-operative staging of pancreatic cancer because an unexpected distant metastasis can be detected by whole-body PET in about 40% of the cases, which results in avoidance of unnecessary surgical procedures. FDG PET is also useful in evaluation of the treatment effect, monitoring after the operation and detection of recurrent pancreatic cancers. However, there are some drawbacks in PET diagnosis. A relatively wide overlap has been reported between semiquantitative uptake values obtained in cancers and those in inflammatory lesions. As for false-positive cases, active and chronic pancreatitis and autoimmune pancreatitis sometimes show high FDG accumulation and mimic pancreatic cancer with a shape of focal uptake. There were 8 false negative cases in the detection of pancreatic cancer by FDG PET, up to 33 mm in diameter, mainly because of their poor cellularity in cancer tissues. In addition, there are 19% of cancer cases with a decline in FDG uptake from 1 hr to 2 hr scan. FDG PET was recently applied to and was shown to be feasible in the differential diagnosis of cystic pancreatic lesions, such as intraductal papillary mucinous tumor of the pancreas. Further investigations are required to clarify the clinical value of FDG PET in predicting prognosis of the pancreatic patients."
57,CD010213,0,12789912,1,Endoscopic ultrasound-guided fine needle aspiration of the pancreas. Diagnostic utility and accuracy.,Endoscopic ultrasound-guided fine needle aspiration biopsy (EUS-FNAB) is regarded as a safe and reliable procedure for diagnosing and staging of pancreatic neoplasms. This study retrospectively evaluated both the diagnostic utility and accuracy of pancreatic EUS-FNABs and potential cytologic pitfalls when using Diff-Quik stain for on-site evaluation.,Endoscopic ultrasound-guided fine needle aspiration of the pancreas. Diagnostic utility and accuracy. - Endoscopic ultrasound-guided fine needle aspiration biopsy (EUS-FNAB) is regarded as a safe and reliable procedure for diagnosing and staging of pancreatic neoplasms. This study retrospectively evaluated both the diagnostic utility and accuracy of pancreatic EUS-FNABs and potential cytologic pitfalls when using Diff-Quik stain for on-site evaluation.
58,CD010213,0,1708180,0,[Diagnosis of rejection after pancreatic transplantation in the minipig model].,"An allogenic transplantation of the total-pancreas with duodenum was carried out in the minipig model. The oral duodenum was closed blindly and the aboral part was led out as a stoma. The portal vein of the transplant was anastomosed end-to-side in the inferior vena cava and the celiac artery of the transplant in the distal aorta. Investigations for early diagnosis of rejection were carried out in this model parallelly respectively one by one. CT/MRT, selective angiography, laboratory chemical parameters were unsuitable for early detection. The pancreatic succus cytology and nuclear medical investigations show reproducible changes caused by rejection before the blood-sugar level was increased.","[Diagnosis of rejection after pancreatic transplantation in the minipig model]. - An allogenic transplantation of the total-pancreas with duodenum was carried out in the minipig model. The oral duodenum was closed blindly and the aboral part was led out as a stoma. The portal vein of the transplant was anastomosed end-to-side in the inferior vena cava and the celiac artery of the transplant in the distal aorta. Investigations for early diagnosis of rejection were carried out in this model parallelly respectively one by one. CT/MRT, selective angiography, laboratory chemical parameters were unsuitable for early detection. The pancreatic succus cytology and nuclear medical investigations show reproducible changes caused by rejection before the blood-sugar level was increased."
59,CD010213,0,9551105,1,[Value of dual-phase-helical CT in the preoperative diagnosis of pancreatic cancer--a prospective study].,A prospective study was performed to evaluate the accuracy of dual phase helical CT in suspected pancreatic cancer.,[Value of dual-phase-helical CT in the preoperative diagnosis of pancreatic cancer--a prospective study]. - A prospective study was performed to evaluate the accuracy of dual phase helical CT in suspected pancreatic cancer.
60,CD010213,0,15587871,0,Diagnostic imaging in a case of a cystic lesion of the pancreas.,"The case of a patient admitted to hospital for symptoms characterized by upper abdominal pain of pancreatic type associated with vomiting, is discussed. MRI was performed. It documented a focal fluid lesion apparently in communication with the dilated main pancreatic duct showing filling defects. Based on previous radiologic examinations performed elsewhere and MRI findings the diagnostic suspicion was of a cystic lesion. MRI was performed again for re-evaluation and lithotripsy was done; the patient was discharged with the diagnosis of chronic pancreatitis from alcohol abuse.","Diagnostic imaging in a case of a cystic lesion of the pancreas. - The case of a patient admitted to hospital for symptoms characterized by upper abdominal pain of pancreatic type associated with vomiting, is discussed. MRI was performed. It documented a focal fluid lesion apparently in communication with the dilated main pancreatic duct showing filling defects. Based on previous radiologic examinations performed elsewhere and MRI findings the diagnostic suspicion was of a cystic lesion. MRI was performed again for re-evaluation and lithotripsy was done; the patient was discharged with the diagnosis of chronic pancreatitis from alcohol abuse."
61,CD010213,0,11545191,1,Diagnostic usefulness of FDG PET for pancreatic mass lesions.,The purpose of this study was to investigate the feasibility of [18F]2-deoxy-2-fluoro-D-glucose (FDG) positron emission tomography (PET) in patients with a pancreatic mass by comparing the results with those of X-ray computed tomography (CT) and magnetic resonance (MR) imaging.,Diagnostic usefulness of FDG PET for pancreatic mass lesions. - The purpose of this study was to investigate the feasibility of [18F]2-deoxy-2-fluoro-D-glucose (FDG) positron emission tomography (PET) in patients with a pancreatic mass by comparing the results with those of X-ray computed tomography (CT) and magnetic resonance (MR) imaging.
62,CD010213,0,15630345,1,[Difficulties of differential diagnosis of pancreatic pseudocysts and cystic neoplasms].,"Surgical resection is indicated in potentially malignant pancreatic cystic neoplasms. Drainage operations are performed in large (5-6 cm) and/or symptomatic pseudocysts. Misdiagnosis results in a considerable delay in an appropriate treatment. Our aims were to compare clinical, morphological, biochemical features of cystic neoplasms and pseudocysts, in which diagnosis of cystic neoplasm was suspected preoperatively, and to determine characteristics, which could predict the misdiagnosis of cystic neoplasms as ""pseudocysts"".","[Difficulties of differential diagnosis of pancreatic pseudocysts and cystic neoplasms]. - Surgical resection is indicated in potentially malignant pancreatic cystic neoplasms. Drainage operations are performed in large (5-6 cm) and/or symptomatic pseudocysts. Misdiagnosis results in a considerable delay in an appropriate treatment. Our aims were to compare clinical, morphological, biochemical features of cystic neoplasms and pseudocysts, in which diagnosis of cystic neoplasm was suspected preoperatively, and to determine characteristics, which could predict the misdiagnosis of cystic neoplasms as ""pseudocysts""."
63,CD009263,0,21725143,0,Positron emission tomography of 5-HT reuptake sites in the human brain with C-11 McN5652 extraction of characteristic images by artificial neural network analysis.,"The goal of this work was to identify the distribution of serotonin transporters in the human brain with [11C](+)McN5652/PET. Four healthy volunteers were studied. To determine non-specific binding, a PET study was also performed with the inactive enantiomer [11C](-)McN5652 as well as with [11C](+)McN5652 after pretreatment with fluoxetine. For pattern extraction the PET data sets were analyzed by a back-propagation neural network. Two pharmacokinetic patterns and two characteristic images were separated; one representing specific binding, the other representing non-specific binding. The specific binding image showed characteristic distribution of serotonin transporters with [11C](+)McN5652. The pattern images demonstrated an improvement in image quality compared to the original PET images (reduced variance, higher region-to-cerebellum ratio, good correlation with known density of serotonin transporters). The non-specific binding images extracted from [11C](-)McN5652/PET were similar to those of [11C](-)McN5652 and [11C](-)McN5652 with fluoxetine. Thus, PET studies obtained with [11C](+)McN5652 largely represent the regional distribution of the serotonin transporters and the inactive enantiomer [11C](-)McN5652 shows the distribution of its nonspecific binding.","Positron emission tomography of 5-HT reuptake sites in the human brain with C-11 McN5652 extraction of characteristic images by artificial neural network analysis. - The goal of this work was to identify the distribution of serotonin transporters in the human brain with [11C](+)McN5652/PET. Four healthy volunteers were studied. To determine non-specific binding, a PET study was also performed with the inactive enantiomer [11C](-)McN5652 as well as with [11C](+)McN5652 after pretreatment with fluoxetine. For pattern extraction the PET data sets were analyzed by a back-propagation neural network. Two pharmacokinetic patterns and two characteristic images were separated; one representing specific binding, the other representing non-specific binding. The specific binding image showed characteristic distribution of serotonin transporters with [11C](+)McN5652. The pattern images demonstrated an improvement in image quality compared to the original PET images (reduced variance, higher region-to-cerebellum ratio, good correlation with known density of serotonin transporters). The non-specific binding images extracted from [11C](-)McN5652/PET were similar to those of [11C](-)McN5652 and [11C](-)McN5652 with fluoxetine. Thus, PET studies obtained with [11C](+)McN5652 largely represent the regional distribution of the serotonin transporters and the inactive enantiomer [11C](-)McN5652 shows the distribution of its nonspecific binding."
64,CD009263,0,8259095,1,Neurodegenerative diseases.,"This article outlines the changes seen using various imaging modalities in the normally aging brain and then discusses in detail the changes seen with various pathologic conditions. Entities discussed include primary degenerative dementias, extrapyramidal system diseases, and vascular dementias.","Neurodegenerative diseases. - This article outlines the changes seen using various imaging modalities in the normally aging brain and then discusses in detail the changes seen with various pathologic conditions. Entities discussed include primary degenerative dementias, extrapyramidal system diseases, and vascular dementias."
65,CD010213,0,11791395,0,[Spontaneous portal vein thrombosis associated with acute cytomegalovirus infection in an immunocompetent patient].,Portal vein thrombosis (PVT) generally results from a local cause (hepatocellular and pancreatic carcinoma). Spontaneous PVT related to a general cause is less common. We report here a case of spontaneous PVT associated with acute cytomegalovirus (CMV) infection in an immunocompetent patient.,[Spontaneous portal vein thrombosis associated with acute cytomegalovirus infection in an immunocompetent patient]. - Portal vein thrombosis (PVT) generally results from a local cause (hepatocellular and pancreatic carcinoma). Spontaneous PVT related to a general cause is less common. We report here a case of spontaneous PVT associated with acute cytomegalovirus (CMV) infection in an immunocompetent patient.
66,CD009263,0,18339348,1,Paraneoplastic syndromes of the CNS.,"Major advances in the management of paraneoplastic neurologic disorders (PND) include the detection of new antineuronal antibodies, the improved characterisation of known syndromes, the discovery of new syndromes, and the use of CT and PET to reveal the associated tumours at an early stage. In addition, the definition of useful clinical criteria has facilitated the early recognition and treatment of these disorders. In this article, we review some classic concepts about PND and recent clinical and immunological developments, focusing on paraneoplastic cerebellar degeneration, opsoclonus-myoclonus, and encephalitides affecting the limbic system.","Paraneoplastic syndromes of the CNS. - Major advances in the management of paraneoplastic neurologic disorders (PND) include the detection of new antineuronal antibodies, the improved characterisation of known syndromes, the discovery of new syndromes, and the use of CT and PET to reveal the associated tumours at an early stage. In addition, the definition of useful clinical criteria has facilitated the early recognition and treatment of these disorders. In this article, we review some classic concepts about PND and recent clinical and immunological developments, focusing on paraneoplastic cerebellar degeneration, opsoclonus-myoclonus, and encephalitides affecting the limbic system."
67,CD010213,0,24393955,0,[A case of massive pancreatic neuroendocrine carcinoma successfully treated with surgical resection and postoperative everolimus administration].,"A 55-year-old woman presented to our hospital with a chief complaint of abdominal pain. Computed tomography (CT) revealed a massive tumor originating from the tail of the pancreas, with liver and lymph node metastasis. Percutaneous biopsy was performed and yielded a diagnosis of pancreatic neuroendocrine carcinoma. The patient underwent distal pancreatectomy, lateral segmentectomy of the liver, para-aortic lymph node dissection, and cytoreductive surgery for treatment of peritoneal dissemination. Octreotide was administered on post-operative day (POD) 3. Treatment with everolimus (10 mg/day) was initiated on POD 32. Stable disease according to the Response Evaluation Criteria in Solid Tumors( RECIST) was observed for 4 months, and the patient survived for a total of 9 months after surgery. Everolimus was tolerated safely and was effective for the treatment of pancreatic neuroendocrine carcinoma.","[A case of massive pancreatic neuroendocrine carcinoma successfully treated with surgical resection and postoperative everolimus administration]. - A 55-year-old woman presented to our hospital with a chief complaint of abdominal pain. Computed tomography (CT) revealed a massive tumor originating from the tail of the pancreas, with liver and lymph node metastasis. Percutaneous biopsy was performed and yielded a diagnosis of pancreatic neuroendocrine carcinoma. The patient underwent distal pancreatectomy, lateral segmentectomy of the liver, para-aortic lymph node dissection, and cytoreductive surgery for treatment of peritoneal dissemination. Octreotide was administered on post-operative day (POD) 3. Treatment with everolimus (10 mg/day) was initiated on POD 32. Stable disease according to the Response Evaluation Criteria in Solid Tumors( RECIST) was observed for 4 months, and the patient survived for a total of 9 months after surgery. Everolimus was tolerated safely and was effective for the treatment of pancreatic neuroendocrine carcinoma."
68,CD010213,0,19752810,0,[Liver capsule retraction adjacent to a circumscribed liver lesion: review of 26 cases with histological confirmation].,"To review the histological features of 26 circumscribed liver lesions associated with liver capsule retraction and discuss the differential diagnosis while evaluating for the presence of fibrous stromal reaction. Materials and methods. Retrospective study performed between January 2005 and June 2008 including 26 patients: 18 males and 6 females, without history of cancer, aged between 42 and 82 years (mean age: 64.5 years), presenting with liver capsule retraction adjacent to a circumscribed liver lesion detected on CT or MRI. A single lesion was present in 17 patients, and multiple lesions were present in 9 patients. All liver lesions were biopsied with semi-quantitative evaluation of fibrous stromal reaction.","[Liver capsule retraction adjacent to a circumscribed liver lesion: review of 26 cases with histological confirmation]. - To review the histological features of 26 circumscribed liver lesions associated with liver capsule retraction and discuss the differential diagnosis while evaluating for the presence of fibrous stromal reaction. Materials and methods. Retrospective study performed between January 2005 and June 2008 including 26 patients: 18 males and 6 females, without history of cancer, aged between 42 and 82 years (mean age: 64.5 years), presenting with liver capsule retraction adjacent to a circumscribed liver lesion detected on CT or MRI. A single lesion was present in 17 patients, and multiple lesions were present in 9 patients. All liver lesions were biopsied with semi-quantitative evaluation of fibrous stromal reaction."
69,CD010213,0,24579137,0,Multi-organ segmentation based on spatially-divided probabilistic atlas from 3D abdominal CT images.,"This paper presents an automated multi-organ segmentation method for 3D abdominal CT images based on a spatially-divided probabilistic atlases. Most previous abdominal organ segmentation methods are ineffective to deal with the large differences among patients in organ shape and position in local areas. In this paper, we propose an automated multi-organ segmentation method based on a spatially-divided probabilistic atlas, and solve this problem by introducing a scale hierarchical probabilistic atlas. The algorithm consists of image-space division and a multi-scale weighting scheme. The generated spatial-divided probabilistic atlas efficiently reduces the inter-subject variance in organ shape and position either in global or local regions. Our proposed method was evaluated using 100 abdominal CT volumes with manually traced ground truth data. Experimental results showed that it can segment the liver, spleen, pancreas, and kidneys with Dice similarity indices of 95.1%, 91.4%, 69.1%, and 90.1%, respectively.","Multi-organ segmentation based on spatially-divided probabilistic atlas from 3D abdominal CT images. - This paper presents an automated multi-organ segmentation method for 3D abdominal CT images based on a spatially-divided probabilistic atlases. Most previous abdominal organ segmentation methods are ineffective to deal with the large differences among patients in organ shape and position in local areas. In this paper, we propose an automated multi-organ segmentation method based on a spatially-divided probabilistic atlas, and solve this problem by introducing a scale hierarchical probabilistic atlas. The algorithm consists of image-space division and a multi-scale weighting scheme. The generated spatial-divided probabilistic atlas efficiently reduces the inter-subject variance in organ shape and position either in global or local regions. Our proposed method was evaluated using 100 abdominal CT volumes with manually traced ground truth data. Experimental results showed that it can segment the liver, spleen, pancreas, and kidneys with Dice similarity indices of 95.1%, 91.4%, 69.1%, and 90.1%, respectively."
70,CD009263,0,7824731,1,Neoplasms in a pediatric population: 2-[F-18]-fluoro-2-deoxy-D-glucose PET studies.,To assess the uptake of 2-[fluorine-18]-fluoro-2-deoxy-D-glucose (FDG) in common and uncommon tumors in children and to develop a method for performing positron emission tomography (PET) studies in children with malignant neoplasms.,Neoplasms in a pediatric population: 2-[F-18]-fluoro-2-deoxy-D-glucose PET studies. - To assess the uptake of 2-[fluorine-18]-fluoro-2-deoxy-D-glucose (FDG) in common and uncommon tumors in children and to develop a method for performing positron emission tomography (PET) studies in children with malignant neoplasms.
71,CD009263,0,9002745,1,The current status of meta-iodobenzylguanidine and related agents for the diagnosis of neuro-endocrine tumors.,"Metaiodobenzylguanidine (MIBG) has been in clinical use for 15 years and has been shown to have high sensitivity (about 85%) and specificity (> 95%) for the location of all types of pheochromocytomas. Similar results have been achieved with neuroblastomas. A wide range of other neuroendocrine lesions including carcinoids, medullary thyroid cancer and nonsecretory paragangliomas may also be imaged, but the lower sensitivity. The newly developed radiolabeled somatostatin analogs may have greater utility for these lesions. MIBG scintigraphy may also provide a unique in vivo probe for study of the sympathetic autonomic nervous system, particularly in the heart. Various radiolabels for MIBG and its analogs permit planar scintigraphy, SPECT, PET, intraoperative probe localization and radiopharmaceutical therapy.","The current status of meta-iodobenzylguanidine and related agents for the diagnosis of neuro-endocrine tumors. - Metaiodobenzylguanidine (MIBG) has been in clinical use for 15 years and has been shown to have high sensitivity (about 85%) and specificity (> 95%) for the location of all types of pheochromocytomas. Similar results have been achieved with neuroblastomas. A wide range of other neuroendocrine lesions including carcinoids, medullary thyroid cancer and nonsecretory paragangliomas may also be imaged, but the lower sensitivity. The newly developed radiolabeled somatostatin analogs may have greater utility for these lesions. MIBG scintigraphy may also provide a unique in vivo probe for study of the sympathetic autonomic nervous system, particularly in the heart. Various radiolabels for MIBG and its analogs permit planar scintigraphy, SPECT, PET, intraoperative probe localization and radiopharmaceutical therapy."
72,CD010213,0,16442944,1,Predictors of cancer in patients with suspected pancreatic malignancy without a tissue diagnosis.,The aim of this study was to identify predictive factors for malignancy in patients undergoing surgery for suspected pancreatic cancer without a preoperative tissue diagnosis.,Predictors of cancer in patients with suspected pancreatic malignancy without a tissue diagnosis. - The aim of this study was to identify predictive factors for malignancy in patients undergoing surgery for suspected pancreatic cancer without a preoperative tissue diagnosis.
73,CD010213,0,9087830,1,Endoscopic ultrasound-guided fine-needle aspiration biopsy using linear array and radial scanning endosonography.,"Endoscopic ultrasound (EUS) accurately stages gastrointestinal malignancies but is less able to differentiate between neoplastic and inflammatory processes. EUS-guided fine-needle aspiration (EUS FNA) has been reported useful for obtaining a diagnosis in suspected gastrointestinal lesions. We report our entire experience with EUS FNA using both radial and linear array endosonography, including our diagnostic accuracy and complication rate.","Endoscopic ultrasound-guided fine-needle aspiration biopsy using linear array and radial scanning endosonography. - Endoscopic ultrasound (EUS) accurately stages gastrointestinal malignancies but is less able to differentiate between neoplastic and inflammatory processes. EUS-guided fine-needle aspiration (EUS FNA) has been reported useful for obtaining a diagnosis in suspected gastrointestinal lesions. We report our entire experience with EUS FNA using both radial and linear array endosonography, including our diagnostic accuracy and complication rate."
74,CD009263,0,22882005,0,Interictal magnetoencephalography used in magnetic resonance imaging-negative patients with epilepsy.,This study aims to investigate the contributions of magnetoencephalography (MEG) in magnetic resonance imaging (MRI)-negative patients.,Interictal magnetoencephalography used in magnetic resonance imaging-negative patients with epilepsy. - This study aims to investigate the contributions of magnetoencephalography (MEG) in magnetic resonance imaging (MRI)-negative patients.
75,CD009263,0,19000877,0,Trends and different educational pathways for training physicians in nuclear medicine.,"The introduction of positron emission tomography/computed tomography (CT), single photon-emission CT/CT, and software packages for multimodality imaging has accelerated the need for nuclear medicine physicians to obtain more training in cross-sectional imaging, especially in CT. In recent years, the Nuclear Regulatory Commission, the Accreditation Council for Graduate Medical Education, the American Board of Radiology, and the American Board of Nuclear Medicine have promulgated new rules and regulations. In addition, the Society of Nuclear Medicine, the American College of Radiology, and the American College of Cardiology Foundation have crafted new guidelines and training requirements. All these changes have consequences for the education of physicians in nuclear medicine. Self-referral and concerns about radiation exposure from nuclear medicine examinations and CT are also affecting the education of physicians practicing nuclear medicine. The authors examine the impact of these developments on training and certification in nuclear medicine and suggest another pathway to train some nuclear medicine physicians.","Trends and different educational pathways for training physicians in nuclear medicine. - The introduction of positron emission tomography/computed tomography (CT), single photon-emission CT/CT, and software packages for multimodality imaging has accelerated the need for nuclear medicine physicians to obtain more training in cross-sectional imaging, especially in CT. In recent years, the Nuclear Regulatory Commission, the Accreditation Council for Graduate Medical Education, the American Board of Radiology, and the American Board of Nuclear Medicine have promulgated new rules and regulations. In addition, the Society of Nuclear Medicine, the American College of Radiology, and the American College of Cardiology Foundation have crafted new guidelines and training requirements. All these changes have consequences for the education of physicians in nuclear medicine. Self-referral and concerns about radiation exposure from nuclear medicine examinations and CT are also affecting the education of physicians practicing nuclear medicine. The authors examine the impact of these developments on training and certification in nuclear medicine and suggest another pathway to train some nuclear medicine physicians."
76,CD010213,0,22335088,0,Acute pancreatitis in acute viral hepatitis.,The association of acute viral hepatitis and acute pancreatitis is well described. This study was conducted to find out the frequency of pancreatic involvement in acute viral hepatitis in the Nepalese population.,Acute pancreatitis in acute viral hepatitis. - The association of acute viral hepatitis and acute pancreatitis is well described. This study was conducted to find out the frequency of pancreatic involvement in acute viral hepatitis in the Nepalese population.
77,CD010213,0,21560846,1,MDCT imaging findings for characterization pancreatic cystic lesion: differentiation between benign and malignant pattern.,The purpose of the present study was to determine the characteristic imaging findings for diagnosis of the benign or malignant nature of pancreatic cystic lesions by 64 slice multidetector computed tomography (MDCT) for further investigation or treatment.,MDCT imaging findings for characterization pancreatic cystic lesion: differentiation between benign and malignant pattern. - The purpose of the present study was to determine the characteristic imaging findings for diagnosis of the benign or malignant nature of pancreatic cystic lesions by 64 slice multidetector computed tomography (MDCT) for further investigation or treatment.
78,CD010213,0,22687833,0,Imaging findings of pancreatic cystic lesions in von Hippel-Lindau disease.,The aim of this study was to characterize the pancreatic cystic lesions in von Hippel-Lindau (VHL) disease and to document the changes that occur in the pancreas.,Imaging findings of pancreatic cystic lesions in von Hippel-Lindau disease. - The aim of this study was to characterize the pancreatic cystic lesions in von Hippel-Lindau (VHL) disease and to document the changes that occur in the pancreas.
